title_and_specs,author,urls,avg_rating,num_ratings,date_published,booktok_popularity,num_pages,top_genre,title,series_format
The Starless Sea (Hardcover),ERIN MORGENSTERN,https://www.goodreads.com/book/show/43575115-the-starless-sea,3.85,"                154,124",2019,134,498,Fantasy,THE STARLESS SEA,Hardcover
"Scythe (Arc of a Scythe, #1)",NEAL SHUSTERMAN,https://www.goodreads.com/book/show/28954189-scythe,4.33,"                214,520",2016,135,435,Young Adult,SCYTHE,"Arc of a Scythe, #1"
Girl in Pieces (Hardcover),KATHLEEN GLASGOW,https://www.goodreads.com/book/show/29236380-girl-in-pieces,4.13,"                64,479",2016,136,416,Young Adult,GIRL IN PIECES,Hardcover
"Rule of Wolves (King of Scars, #2)",LEIGH BARDUGO,https://www.goodreads.com/book/show/36307674-rule-of-wolves,4.4,"                90,225",2021,137,592,Fantasy,RULE OF WOLVES,"King of Scars, #2"
"Get a Life, Chloe Brown (The Brown Sisters, #1)",TALIA HIBBERT,https://www.goodreads.com/book/show/43884209-get-a-life-chloe-brown,3.86,"                126,836",2019,138,373,Romance,"GET A LIFE, CHLOE BROWN","The Brown Sisters, #1"
"Empire of Storms (Throne of Glass, #5)",SARAH J MAAS,https://www.goodreads.com/book/show/28260587-empire-of-storms,4.55,"                316,972",2016,139,689,Fantasy,EMPIRE OF STORMS,"Throne of Glass, #5"
"Queen of Shadows (Throne of Glass, #4)",SARAH J MAAS,https://www.goodreads.com/book/show/18006496-queen-of-shadows,4.55,"                380,933",2015,140,648,Fantasy,QUEEN OF SHADOWS,"Throne of Glass, #4"
"Sky in the Deep (Sky and Sea, #1)",ADRIENNE YOUNG,https://www.goodreads.com/book/show/34726469-sky-in-the-deep,3.97,"                49,671",2018,141,340,Fantasy,SKY IN THE DEEP,"Sky and Sea, #1"
"The Kiss of Deception (The Remnant Chronicles, #1)",MARY E PEARSON,https://www.goodreads.com/book/show/16429619-the-kiss-of-deception,3.96,"                113,735",2014,142,492,Fantasy,THE KISS OF DECEPTION,"The Remnant Chronicles, #1"
"Bone Crier's Moon (Bone Grace, #1)",KATHRYN PURDIE,https://www.goodreads.com/book/show/46249012-bone-crier-s-moon,3.7,"                19,358",2020,143,480,Fantasy,BONE CRIER'S MOON,"Bone Grace, #1"
"The Raven Boys (The Raven Cycle, #1)",MAGGIE STIEFVATER,https://www.goodreads.com/book/show/17675462-the-raven-boys,4.05,"                325,866",2012,144,409,Fantasy,THE RAVEN BOYS,"The Raven Cycle, #1"
"Kingdom of Ash (Throne of Glass, #7)",SARAH J MAAS,https://www.goodreads.com/book/show/33590260-kingdom-of-ash,4.61,"                237,989",2018,145,984,Fantasy,KINGDOM OF ASH,"Throne of Glass, #7"
"Twisted Games (Twisted, #2)",ANA HUANG,https://www.goodreads.com/book/show/56653002-twisted-games,4.12,"                51,221",2021,146,454,Romance,TWISTED GAMES,"Twisted, #2"
You've Reached Sam (Hardcover),DUSTIN THAO,https://www.goodreads.com/book/show/53086843-you-ve-reached-sam,3.83,"                33,211",2022,147,304,Romance,YOU'VE REACHED SAM,Hardcover
"Flames of Chaos (Legacy of the Nine Realms, #1)",AMELIA HUTCHINS,https://www.goodreads.com/book/show/50336781-flames-of-chaos,3.79,"                11,848",2020,148,563,Fantasy,FLAMES OF CHAOS,"Legacy of the Nine Realms, #1"
"Priest (Priest, #1)",SIERRA SIMONE,https://www.goodreads.com/book/show/25507389-priest,3.78,"                48,294",2015,149,354,Romance,PRIEST,"Priest, #1"
"Blood & Honey (Serpent & Dove, #2)",SHELBY MAHURIN,https://www.goodreads.com/book/show/40550366-blood-honey,3.57,"                72,086",2020,150,536,Fantasy,BLOOD & HONEY,"Serpent & Dove, #2"
"Legendary (Caraval, #2)",STEPHANIE GARBER,https://www.goodreads.com/book/show/36329818-legendary,4.23,"                111,138",2018,151,451,Fantasy,LEGENDARY,"Caraval, #2"
Spy Dust (Hardcover),LAURELINE DUCROS,https://www.goodreads.com/book/show/61153810-spy-dust,4.54,                166,hed ,152,Non,Thriller,SPY DUST,Hardcover
"Kingdom of the Cursed (Kingdom of the Wicked, #2)",KERRI MANISCALCO,https://www.goodreads.com/book/show/52772417-kingdom-of-the-cursed,4.26,"                59,781",2021,153,448,Fantasy,KINGDOM OF THE CURSED,"Kingdom of the Wicked, #2"
"American Queen (New Camelot Trilogy, #1)",SIERRA SIMONE,https://www.goodreads.com/book/show/30314992-american-queen,3.97,"                25,144",2016,154,387,Romance,AMERICAN QUEEN,"New Camelot Trilogy, #1"
"Girl, Serpent, Thorn (Hardcover)",MELISSA BASHARDOUST,https://www.goodreads.com/book/show/51182650-girl-serpent-thorn,3.7,"                25,918",2020,155,336,Fantasy,"GIRL, SERPENT, THORN",Hardcover
"Iron Widow (Iron Widow, #1)",XIRAN JAY ZHAO,https://www.goodreads.com/book/show/52459864-iron-widow,4.22,"                34,696",2021,156,394,Fantasy,IRON WIDOW,"Iron Widow, #1"
"The Score (Off-Campus, #3)",ELLE KENNEDY,https://www.goodreads.com/book/show/27252717-the-score,4.22,"                167,638",2016,157,361,Romance,THE SCORE,"Off-Campus, #3"
"Children of Blood and Bone (Legacy of Orïsha, #1)",TOMI ADEYEMI,https://www.goodreads.com/book/show/34728667-children-of-blood-and-bone,4.1,"                198,719",2018,158,544,Fantasy,CHILDREN OF BLOOD AND BONE,"Legacy of Orïsha, #1"
House of Salt and Sorrows (Hardcover),ERIN A CRAIG,https://www.goodreads.com/book/show/39679076-house-of-salt-and-sorrows,3.93,"                58,339",2019,159,403,Fantasy,HOUSE OF SALT AND SORROWS,Hardcover
"The Roommate (The Shameless Series, #1)",ROSIE DANAN,https://www.goodreads.com/book/show/45023611-the-roommate,3.68,"                60,133",2020,160,325,Romance,THE ROOMMATE,"The Shameless Series, #1"
In Five Years (Hardcover),REBECCA SERLE,https://www.goodreads.com/book/show/50093704-in-five-years,3.82,"                288,353",2020,161,255,Romance,IN FIVE YEARS,Hardcover
"The Mistake (Off-Campus, #2)",ELLE KENNEDY,https://www.goodreads.com/book/show/25564665-the-mistake,4.07,"                193,058",2015,162,296,Romance,THE MISTAKE,"Off-Campus, #2"
"There Are No Saints (Sinners Duet, #1)",SOPHIE LARK,https://www.goodreads.com/book/show/59009928-there-are-no-saints,3.88,"                22,449",2021,163,350,Romance,THERE ARE NO SAINTS,"Sinners Duet, #1"
"The Hawthorne Legacy (The Inheritance Games, #2)",JENNIFER LYNN BARNES,https://www.goodreads.com/book/show/50531218-the-hawthorne-legacy,4.25,"                90,962",2021,164,368,Mystery,THE HAWTHORNE LEGACY,"The Inheritance Games, #2"
"Tower of Dawn (Throne of Glass, #6)",SARAH J MAAS,https://www.goodreads.com/book/show/31450852-tower-of-dawn,4.28,"                222,974",2017,165,660,Fantasy,TOWER OF DAWN,"Throne of Glass, #6"
"Hook, Line, and Sinker (Bellinger Sisters, #2)",TESSA BAILEY,https://www.goodreads.com/book/show/58283080-hook-line-and-sinker,4.11,"                80,814",2022,166,385,Romance,"HOOK, LINE, AND SINKER","Bellinger Sisters, #2"
Brutal Prince (Brutal Birthright #1),SOPHIE LARK,https://www.goodreads.com/book/show/54278218-brutal-prince,3.93,"                45,570",2020,167,376,Romance,BRUTAL PRINCE,Brutal Birthright #1
"Ice Planet Barbarians (Ice Planet Barbarians, #1)",RUBY DIXON,https://www.goodreads.com/book/show/25128811-ice-planet-barbarians,3.69,"                64,077",2015,168,188,Romance,ICE PLANET BARBARIANS,"Ice Planet Barbarians, #1"
Regretting You (Kindle Edition),COLLEEN HOOVER,https://www.goodreads.com/book/show/44582454-regretting-you,4.23,"                201,679",2019,169,363,Romance,REGRETTING YOU,Kindle Edition
Wilder Girls (Hardcover),RORY POWER,https://www.goodreads.com/book/show/42505366-wilder-girls,3.49,"                65,136",2019,170,357,Horror,WILDER GIRLS,Hardcover
"Savage Lands (Savage Lands, #1)",STACEY MARIE BROWN,https://www.goodreads.com/book/show/54801674-savage-lands,4.17,"                14,305",2020,171,423,Fantasy,SAVAGE LANDS,"Savage Lands, #1"
"Her Soul to Take (Souls Trilogy, #1)",HARLEY LAROUX,https://www.goodreads.com/book/show/57091457-her-soul-to-take,4.07,"                18,297",2021,172,459,Romance,HER SOUL TO TAKE,"Souls Trilogy, #1"
The Vanishing Half (Hardcover),BRIT BENNETT,https://www.goodreads.com/book/show/51791252-the-vanishing-half,4.19,"                572,306",2020,173,343,Fiction,THE VANISHING HALF,Hardcover
"Ignite Me (Shatter Me, #3)",TAHEREH MAFI,https://www.goodreads.com/book/show/13188676-ignite-me,4.43,"                227,049",2014,174,421,Science Fiction,IGNITE ME,"Shatter Me, #3"
Book Lovers (Hardcover),EMILY HENRY,https://www.goodreads.com/book/show/58690308-book-lovers,4.42,"                123,195",2022,175,377,Romance,BOOK LOVERS,Hardcover
The Dare (Kindle Edition),HARLEY LAROUX,https://www.goodreads.com/book/show/56635834-the-dare,3.41,"                38,925",2019,176,133,Romance,THE DARE,Kindle Edition
"Call Me By Your Name (Call Me By Your Name, #1)",ANDRÉ ACIMAN,https://www.goodreads.com/book/show/36336078-call-me-by-your-name,4.14,"                357,365",2007,177,248,Romance,CALL ME BY YOUR NAME,"Call Me By Your Name, #1"
"A Touch of Ruin (Hades & Persephone, #2)",SCARLETT ST CLAIR,https://www.goodreads.com/book/show/53143734-a-touch-of-ruin,3.83,"                48,187",2020,178,417,Fantasy,A TOUCH OF RUIN,"Hades & Persephone, #2"
"She Who Became the Sun (The Radiant Emperor, #1)",SHELLEY PARKER-CHAN,https://www.goodreads.com/book/show/48727813-she-who-became-the-sun,3.94,"                26,972",2021,179,416,Fantasy,SHE WHO BECAME THE SUN,"The Radiant Emperor, #1"
This Is Where It Ends (Hardcover),MARIEKE NIJKAMP,https://www.goodreads.com/book/show/24529123-this-is-where-it-ends,3.69,"                93,407",2016,180,288,Young Adult,THIS IS WHERE IT ENDS,Hardcover
"Clockwork Angel (The Infernal Devices, #1)",CASSANDRA CLARE,https://www.goodreads.com/book/show/7171637-clockwork-angel,4.31,"                766,737",2010,181,479,Fantasy,CLOCKWORK ANGEL,"The Infernal Devices, #1"
"The Chase (Briar U, #1)",ELLE KENNEDY,https://www.goodreads.com/book/show/34851664-the-chase,3.92,"                96,366",2018,182,377,Romance,THE CHASE,"Briar U, #1"
"Anna and the French Kiss (Anna and the French Kiss, #1)",STEPHANIE PERKINS,https://www.goodreads.com/book/show/6936382-anna-and-the-french-kiss,3.99,"                421,104",2010,183,372,Romance,ANNA AND THE FRENCH KISS,"Anna and the French Kiss, #1"
"How the King of Elfhame Learned to Hate Stories (The Folk of the Air, #3.5)",HOLLY BLACK,https://www.goodreads.com/book/show/53439886-how-the-king-of-elfhame-learned-to-hate-stories,4.24,"                95,187",2020,184,200,Fantasy,HOW THE KING OF ELFHAME LEARNED TO HATE STORIES,"The Folk of the Air, #3.5"
Today Tonight Tomorrow (Hardcover),RACHEL LYNN SOLOMON,https://www.goodreads.com/book/show/52766407-today-tonight-tomorrow,4.2,"                35,746",2020,185,364,Romance,TODAY TONIGHT TOMORROW,Hardcover
"Beautiful World, Where Are You (Hardcover)",SALLY ROONEY,https://www.goodreads.com/book/show/56597885-beautiful-world-where-are-you,3.62,"                194,753",2021,186,356,Fiction,"BEAUTIFUL WORLD, WHERE ARE YOU",Hardcover
The Cheat Sheet (Kindle Edition),SARAH ADAMS,https://www.goodreads.com/book/show/58100280-the-cheat-sheet,3.77,"                58,084",2021,187,306,Romance,THE CHEAT SHEET,Kindle Edition
My Year of Rest and Relaxation (Paperback),OTTESSA MOSHFEGH,https://www.goodreads.com/book/show/44279110-my-year-of-rest-and-relaxation,3.74,"                182,801",2018,188,289,Fiction,MY YEAR OF REST AND RELAXATION,Paperback
Archer's Voice (ebook),MIA SHERIDAN,https://www.goodreads.com/book/show/32822135-archer-s-voice,4.35,"                139,320",2014,189,345,Romance,ARCHER'S VOICE,ebook
"Realm Breaker (Realm Breaker, #1)",VICTORIA AVEYARD,https://www.goodreads.com/book/show/54513688-realm-breaker,3.67,"                17,816",2021,190,576,Fantasy,REALM BREAKER,"Realm Breaker, #1"
"Finale (Caraval, #3)",STEPHANIE GARBER,https://www.goodreads.com/book/show/40381392-finale,4.2,"                85,167",2019,191,478,Fantasy,FINALE,"Caraval, #3"
Honey Girl (Kindle Edition),MORGAN ROGERS,https://www.goodreads.com/book/show/49362138-honey-girl,3.76,"                29,702",2021,192,241,Romance,HONEY GIRL,Kindle Edition
"Truly Devious (Truly Devious, #1)",MAUREEN JOHNSON,https://www.goodreads.com/book/show/29589074-truly-devious,4.0,"                97,227",2018,193,416,Mystery,TRULY DEVIOUS,"Truly Devious, #1"
"The Risk (Mindf*ck, #1)",ST ABBY,https://www.goodreads.com/book/show/33131867-the-risk,4.31,"                52,607",2016,194,132,Romance,THE RISK,"Mindf*ck, #1"
An Enchantment of Ravens (Hardcover),MARGARET ROGERSON,https://www.goodreads.com/book/show/30969741-an-enchantment-of-ravens,3.65,"                68,411",2017,195,300,Fantasy,AN ENCHANTMENT OF RAVENS,Hardcover
"Unravel Me (Shatter Me, #2)",TAHEREH MAFI,https://www.goodreads.com/book/show/13104080-unravel-me,4.19,"                270,509",2013,196,461,Science Fiction,UNRAVEL ME,"Shatter Me, #2"
"A Song of Wraiths and Ruin (A Song of Wraiths and Ruin, #1)",ROSEANNE A BROWN,https://www.goodreads.com/book/show/49629448-a-song-of-wraiths-and-ruin,3.99,"                14,366",2020,197,466,Fantasy,A SONG OF WRAITHS AND RUIN,"A Song of Wraiths and Ruin, #1"
"Raybearer (Raybearer, #1)",JORDAN IFUEKO,https://www.goodreads.com/book/show/50158128-raybearer,4.39,"                18,374",2020,198,368,Fantasy,RAYBEARER,"Raybearer, #1"
On Earth We're Briefly Gorgeous (Hardcover),OCEAN VUONG,https://www.goodreads.com/book/show/41880609-on-earth-we-re-briefly-gorgeous,4.05,"                172,868",2019,199,246,Fiction,ON EARTH WE'RE BRIEFLY GORGEOUS,Hardcover
Conversations with Friends (Kindle Edition),SALLY ROONEY,https://www.goodreads.com/book/show/32187419-conversations-with-friends,3.83,"                290,973",2017,200,304,Fiction,CONVERSATIONS WITH FRIENDS,Kindle Edition
"All the Stars and Teeth (All the Stars and Teeth, #1)",ADALYN GRACE,https://www.goodreads.com/book/show/38325332-all-the-stars-and-teeth,3.7,"                22,757",2020,201,380,Fantasy,ALL THE STARS AND TEETH,"All the Stars and Teeth, #1"
"King of Battle and Blood (Adrian x Isolde, #1)",SCARLETT ST CLAIR,https://www.goodreads.com/book/show/56651967-king-of-battle-and-blood,3.85,"                29,940",2021,202,368,Fantasy,KING OF BATTLE AND BLOOD,"Adrian x Isolde, #1"
"Our Violent Ends (These Violent Delights, #2)",CHLOE GONG,https://www.goodreads.com/book/show/44084762-our-violent-ends,4.46,"                30,081",2021,203,494,Fantasy,OUR VIOLENT ENDS,"These Violent Delights, #2"
"The Assassin's Blade (Throne of Glass, #0.1-0.5)",SARAH J MAAS,https://www.goodreads.com/book/show/18243700-the-assassin-s-blade,4.34,"                234,765",2014,204,448,Fantasy,THE ASSASSIN'S BLADE,"Throne of Glass, #0.1-0.5"
"A Deadly Education (The Scholomance, #1)",NAOMI NOVIK,https://www.goodreads.com/book/show/50548197-a-deadly-education,4.01,"                91,022",2020,205,336,Fantasy,A DEADLY EDUCATION,"The Scholomance, #1"
"The Bear and the Nightingale (The Winternight Trilogy, #1)",KATHERINE ARDEN,https://www.goodreads.com/book/show/25489134-the-bear-and-the-nightingale,4.1,"                162,614",2017,206,319,Fantasy,THE BEAR AND THE NIGHTINGALE,"The Winternight Trilogy, #1"
The 7½ Deaths of Evelyn Hardcastle (Hardcover),STUART TURTON,https://www.goodreads.com/book/show/36337550-the-7-deaths-of-evelyn-hardcastle,3.88,"                236,748",2018,207,432,Mystery,THE 7½ DEATHS OF EVELYN HARDCASTLE,Hardcover
"Fortuna Sworn (Fortuna Sworn, #1)",KJ SUTTON,https://www.goodreads.com/book/show/44414927-fortuna-sworn,3.65,"                10,918",2019,208,316,Fantasy,FORTUNA SWORN,"Fortuna Sworn, #1"
"Bound by Honor (Born in Blood Mafia Chronicles, #1)",CORA REILLY,https://www.goodreads.com/book/show/51525075-bound-by-honor,3.9,"                70,279",2014,209,273,Romance,BOUND BY HONOR,"Born in Blood Mafia Chronicles, #1"
You Deserve Each Other (Kindle Edition),SARAH HOGLE,https://www.goodreads.com/book/show/50027029-you-deserve-each-other,3.95,"                65,123",2020,210,368,Romance,YOU DESERVE EACH OTHER,Kindle Edition
"Things We Never Got Over (Knockemout, #1)",LUCY SCORE,https://www.goodreads.com/book/show/60060431-things-we-never-got-over,4.34,"                71,623",hed ,211,570,Romance,THINGS WE NEVER GOT OVER,"Knockemout, #1"
"The Summer I Turned Pretty (Summer, #1)",JENNY HAN,https://www.goodreads.com/book/show/5821978-the-summer-i-turned-pretty,3.89,"                231,221",2009,212,276,Romance,THE SUMMER I TURNED PRETTY,"Summer, #1"
"Glass Sword (Red Queen, #2)",VICTORIA AVEYARD,https://www.goodreads.com/book/show/23174274-glass-sword,3.84,"                283,836",2016,213,444,Fantasy,GLASS SWORD,"Red Queen, #2"
"Fix Her Up (Hot & Hammered, #1)",TESSA BAILEY,https://www.goodreads.com/book/show/39854434-fix-her-up,3.65,"                76,007",2019,214,400,Romance,FIX HER UP,"Hot & Hammered, #1"
"The Final Empire (Mistborn, #1)",BRANDON SANDERSON,https://www.goodreads.com/book/show/68428.The_Final_Empire,4.46,"                512,173",2006,215,541,Fantasy,THE FINAL EMPIRE,"Mistborn, #1"
"Aurora Rising (The Aurora Cycle, #1)",AMIE KAUFMAN,https://www.goodreads.com/book/show/30075662-aurora-rising,4.13,"                54,040",2019,216,473,Science Fiction,AURORA RISING,"The Aurora Cycle, #1"
A Thousand Splendid Suns (Hardcover),KHALED HOSSEINI,https://www.goodreads.com/book/show/128029.A_Thousand_Splendid_Suns,4.4,"                1,332,814",2007,217,372,Fiction,A THOUSAND SPLENDID SUNS,Hardcover
"Pestilence (The Four Horsemen, #1)",LAURA THALASSA,https://www.goodreads.com/book/show/41831210-pestilence,3.92,"                57,922",2018,218,381,Fantasy,PESTILENCE,"The Four Horsemen, #1"
"The Young Elites (The Young Elites, #1)",MARIE LU,https://www.goodreads.com/book/show/20821111-the-young-elites,3.88,"                126,618",2014,219,355,Fantasy,THE YOUNG ELITES,"The Young Elites, #1"
My Dark Vanessa (Hardcover),KATE ELIZABETH RUSSELL,https://www.goodreads.com/book/show/44890081-my-dark-vanessa,4.07,"                201,838",2020,220,373,Fiction,MY DARK VANESSA,Hardcover
Looking for Alaska (Paperback),JOHN GREEN,https://www.goodreads.com/book/show/99561.Looking_for_Alaska,3.99,"                1,360,369",2005,221,221,Young Adult,LOOKING FOR ALASKA,Paperback
"Maybe Someday (Maybe, #1)",COLLEEN HOOVER,https://www.goodreads.com/book/show/24445517-maybe-someday,4.2,"                247,720",2014,222,385,Romance,MAYBE SOMEDAY,"Maybe, #1"
