title_and_specs,author,urls,avg_rating,num_ratings,date_published,booktok_popularity,num_pages,top_genre,title,series_format,rank,rank_last_week,weeks_on_list,primary_isbn13,publisher,description,book_image,amazon_product_url,week,nyt_list
Malibu Rising (Hardcover),TAYLOR JENKINS REID,https://www.goodreads.com/book/show/55404546-malibu-rising,4.08,"                439,519",2021,71.0,369,Fiction,MALIBU RISING,Hardcover,3.0,0.0,1.0,9781524798659,Ballantine,"Four famous siblings throw an epic party to celebrate the end of summer. But over the course of 24 hours, their lives will change forever.",https://storage.googleapis.com/du-prd/books/images/9781524798659.jpg,https://www.amazon.com/dp/1524798657?tag=NYTBSREV-20,2021-06-20,Combined Print & E-Book Fiction
If We Were Villains (Hardcover),ML RIO,https://www.goodreads.com/book/show/30319086-if-we-were-villains,4.22,"                81,070",2017,72.0,354,Mystery,IF WE WERE VILLAINS,Hardcover,,,,,,,,,,
Where the Crawdads Sing (ebook),DELIA OWENS,https://www.goodreads.com/book/show/36809135-where-the-crawdads-sing,4.45,"                1,764,505",2018,73.0,384,Fiction,WHERE THE CRAWDADS SING,ebook,14.0,0.0,1.0,9780735219113,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",https://storage.googleapis.com/du-prd/books/images/9780735219090.jpg,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens/dp/0735219095?tag=NYTBSREV-20,2018-09-30,Combined Print & E-Book Fiction
"Ninth House (Alex Stern, #1)",LEIGH BARDUGO,https://www.goodreads.com/book/show/43263680-ninth-house,4.04,"                172,643",2019,74.0,459,Fantasy,NINTH HOUSE,"Alex Stern, #1",5.0,0.0,1.0,9781250313072,Flatiron,"After mysteriously surviving a multiple homicide, Galaxy Stern comes face to face with dark magic, murder and more at Yale University.",https://storage.googleapis.com/du-prd/books/images/9781250313072.jpg,https://www.amazon.com/Ninth-House-Leigh-Bardugo/dp/1250313074?tag=NYTBSREV-20,2019-10-27,Combined Print & E-Book Fiction
"Siege and Storm (The Shadow and Bone Trilogy, #2)",LEIGH BARDUGO,https://www.goodreads.com/book/show/14061955-siege-and-storm,3.86,"                459,804",2013,75.0,435,Fantasy,SIEGE AND STORM,"The Shadow and Bone Trilogy, #2",,,,,,,,,,
"Furyborn (Empirium, #1)",CLAIRE LEGRAND,https://www.goodreads.com/book/show/34323570-furyborn,3.83,"                36,751",2018,76.0,501,Fantasy,FURYBORN,"Empirium, #1",4.0,0.0,1.0,9781492656623,Sourcebooks Fire,"Two girls separated by a millennium, are connected by a prophecy.",https://storage.googleapis.com/du-prd/books/images/9781492656623.jpg,https://www.amazon.com/Furyborn-Empirium-Trilogy-Claire-Legrand/dp/1492656623?tag=NYTBSREV-20,2018-06-10,Young Adult Hardcover
"Ruin and Rising (The Shadow and Bone Trilogy, #3)",LEIGH BARDUGO,https://www.goodreads.com/book/show/14061957-ruin-and-rising,4.03,"                390,173",2014,77.0,422,Fantasy,RUIN AND RISING,"The Shadow and Bone Trilogy, #3",,,,,,,,,,
Heartless (Hardcover),MARISSA MEYER,https://www.goodreads.com/book/show/18584855-heartless,4.07,"                142,975",2016,78.0,453,Fantasy,HEARTLESS,Hardcover,1.0,0.0,1.0,9781250044655,Feiwel & Friends,"Cath is a baker in love with a jester, before she becomes Wonderland's hectoring Queen of Hearts.",https://storage.googleapis.com/du-prd/books/images/9781250080271.jpg,https://www.amazon.com/Heartless-Marissa-Meyer-ebook/dp/B00XHJM7R0?tag=NYTBSREV-20,2016-11-27,Young Adult Hardcover
"Legend (Legend, #1)",MARIE LU,https://www.goodreads.com/book/show/9275658-legend,4.16,"                479,218",2011,79.0,305,Young Adult,LEGEND,"Legend, #1",,,,,,,,,,
"An Ember in the Ashes (An Ember in the Ashes, #1)",SABAA TAHIR,https://www.goodreads.com/book/show/27774758-an-ember-in-the-ashes,4.26,"                247,949",2015,80.0,446,Fantasy,AN EMBER IN THE ASHES,"An Ember in the Ashes, #1",9.0,0.0,1.0,9781595148032,Razorbill,"In the Martial Empire, Laia meets the academy’s finest, though unwilling, soldier.",https://storage.googleapis.com/du-prd/books/images/9781595148032.jpg,http://www.amazon.com/An-Ember-Ashes-Sabaa-Tahir/dp/1595148035?tag=NYTBSREV-20,2015-09-20,Young Adult Hardcover
The Night Circus (Hardcover),ERIN MORGENSTERN,https://www.goodreads.com/book/show/9361589-the-night-circus,4.03,"                826,323",2011,81.0,387,Fantasy,THE NIGHT CIRCUS,Hardcover,,,,,,,,,,
"The Crown of Gilded Bones (Blood and Ash, #3)",JENNIFER L ARMENTROUT,https://www.goodreads.com/book/show/55240343-the-crown-of-gilded-bones,4.25,"                137,334",2021,82.0,645,Fantasy,THE CROWN OF GILDED BONES,"Blood and Ash, #3",,,,,,,,,,
"The Poppy War (The Poppy War, #1)",RF KUANG,https://www.goodreads.com/book/show/35068705-the-poppy-war,4.12,"                117,537",2018,83.0,531,Fantasy,THE POPPY WAR,"The Poppy War, #1",,,,,,,,,,
"Renegades (Renegades, #1)",MARISSA MEYER,https://www.goodreads.com/book/show/28421168-renegades,4.15,"                107,668",2017,84.0,552,Fantasy,RENEGADES,"Renegades, #1",2.0,0.0,1.0,9781250044662,Feiwel and Friends,"Teams of super-beings, the Renegades and the Anarchists, clash for control of Gatlon City.",https://storage.googleapis.com/du-prd/books/images/9781250044662.jpg,https://www.amazon.com/Renegades-Marissa-Meyer/dp/1250044669?tag=NYTBSREV-20,2017-11-26,Young Adult Hardcover
Den of Vipers (Kindle Edition),KA KNIGHT,https://www.goodreads.com/book/show/53544752-den-of-vipers,3.55,"                62,152",2020,85.0,654,Polyamorous,DEN OF VIPERS,Kindle Edition,,,,,,,,,,
"A Darker Shade of Magic (Shades of Magic, #1)",VE SCHWAB,https://www.goodreads.com/book/show/22055262-a-darker-shade-of-magic,4.07,"                275,901",2015,86.0,400,Fantasy,A DARKER SHADE OF MAGIC,"Shades of Magic, #1",,,,,,,,,,
All the Bright Places (Hardcover),JENNIFER NIVEN,https://www.goodreads.com/book/show/18460392-all-the-bright-places,4.15,"                446,892",2015,87.0,378,Young Adult,ALL THE BRIGHT PLACES,Hardcover,7.0,0.0,1.0,9780385755887,Knopf,An outcast helps a classmate recover from her sister’s death.,https://storage.googleapis.com/du-prd/books/images/9780385755887.jpg,http://www.amazon.com/All-Bright-Places-Jennifer-Niven/dp/0385755880?tag=NYTBSREV-20,2015-08-30,Young Adult Hardcover
"Crave (Crave, #1)",TRACY WOLFF,https://www.goodreads.com/book/show/45892228-crave,3.81,"                77,095",2020,88.0,592,Fantasy,CRAVE,"Crave, #1",,,,,,,,,,
"Corrupt (Devil's Night, #1)",PENELOPE DOUGLAS,https://www.goodreads.com/book/show/58124274-corrupt,3.83,"                115,342",2015,89.0,516,Romance,CORRUPT,"Devil's Night, #1",,,,,,,,,,
"Twisted Love (Twisted, #1)",ANA HUANG,https://www.goodreads.com/book/show/55817097-twisted-love,3.8,"                81,197",2021,90.0,360,Romance,TWISTED LOVE,"Twisted, #1",,,,,,,,,,
Credence (Paperback),PENELOPE DOUGLAS,https://www.goodreads.com/book/show/49084724-credence,3.7,"                81,928",2020,91.0,470,Romance,CREDENCE,Paperback,,,,,,,,,,
"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.1)",SARAH J MAAS,https://www.goodreads.com/book/show/50659471-a-court-of-frost-and-starlight,3.8,"                373,595",2018,92.0,272,Fantasy,A COURT OF FROST AND STARLIGHT,"A Court of Thorns and Roses, #3.1",,,,,,,,,,
"King of Scars (King of Scars, #1)",LEIGH BARDUGO,https://www.goodreads.com/book/show/36307634-king-of-scars,4.18,"                135,976",2019,93.0,527,Fantasy,KING OF SCARS,"King of Scars, #1",1.0,0.0,1.0,9781250142283,Imprint,King Nikolai struggles to maintain order in the kingdom of Ravka as a demon inside of him threatens to take control.,https://storage.googleapis.com/du-prd/books/images/9781250142283.jpg,https://www.amazon.com/King-Scars-Duology/dp/1250142288?tag=NYTBSREV-20,2019-02-17,Young Adult Hardcover
Love and Other Words (Hardcover),CHRISTINA LAUREN,https://www.goodreads.com/book/show/36206591-love-and-other-words,4.35,"                138,223",2018,94.0,432,Romance,LOVE AND OTHER WORDS,Hardcover,,,,,,,,,,
"Flock (The Ravenhood, #1)",KATE STEWART,https://www.goodreads.com/book/show/40748777-flock,4.14,"                52,040",2020,95.0,364,Romance,FLOCK,"The Ravenhood, #1",,,,,,,,,,
All the Light We Cannot See (Hardcover),ANTHONY DOERR,https://www.goodreads.com/book/show/18143977-all-the-light-we-cannot-see,4.32,"                1,299,590",2014,96.0,531,Historical,ALL THE LIGHT WE CANNOT SEE,Hardcover,11.0,0.0,1.0,9781476746609,Scribner,The lives of a blind French girl and a gadget-obsessed German boy before and during World War II.,https://storage.googleapis.com/du-prd/books/images/9781476746586.jpg,http://www.amazon.com/All-Light-We-Cannot-See/dp/1476746583?tag=NYTBSREV-20,2014-06-15,Combined Print & E-Book Fiction
A Winter's Promise (The Mirror Visitor #1),CHRISTELLE DABOS,https://www.goodreads.com/book/show/40969531-a-winter-s-promise,4.1,"                62,684",2013,97.0,492,Fantasy,A WINTER'S PROMISE,The Mirror Visitor #1,,,,,,,,,,
The Silent Patient (Hardcover),ALEX MICHAELIDES,https://www.goodreads.com/book/show/40097951-the-silent-patient,4.15,"                1,041,609",2019,98.0,325,Thriller,THE SILENT PATIENT,Hardcover,3.0,0.0,1.0,9781250301697,Celadon,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.,https://storage.googleapis.com/du-prd/books/images/9781250301697.jpg,https://www.amazon.com/Silent-Patient-Alex-Michaelides/dp/1250301696?tag=NYTBSREV-20,2019-02-24,Combined Print & E-Book Fiction
"Vicious (Villains, #1)",VE SCHWAB,https://www.goodreads.com/book/show/40874032-vicious,4.23,"                161,422",2013,99.0,366,Fantasy,VICIOUS,"Villains, #1",,,,,,,,,,
The Book Thief (Hardcover),MARKUS ZUSAK,https://www.goodreads.com/book/show/19063.The_Book_Thief,4.38,"                2,184,345",2007,100.0,552,Historical,THE BOOK THIEF,Hardcover,3.0,0.0,115.0,9780375842207,Knopf,,https://storage.googleapis.com/du-prd/books/images/9780375842207.jpg,http://www.amazon.com/The-Book-Thief-Markus-Zusak/dp/0375842209?tag=NYTBSREV-20,2020-02-02,Young Adult Paperback Monthly
Sorcery of Thorns (Hardcover),MARGARET ROGERSON,https://www.goodreads.com/book/show/42201395-sorcery-of-thorns,4.08,"                86,485",2019,101.0,456,Fantasy,SORCERY OF THORNS,Hardcover,5.0,0.0,1.0,9781481497619,Margaret K. McElderry,"Elisabeth, an apprentice at a magical library, forms an alliance with her sworn enemy.",https://storage.googleapis.com/du-prd/books/images/9781481497619.jpg,https://www.amazon.com/Sorcery-Thorns-Margaret-Rogerson/dp/1481497618?tag=NYTBSREV-20,2019-06-23,Young Adult Hardcover
A Thousand Boy Kisses (ebook),TILLIE COLE,https://www.goodreads.com/book/show/25912358-a-thousand-boy-kisses,4.18,"                83,127",2016,102.0,316,Romance,A THOUSAND BOY KISSES,ebook,,,,,,,,,,
Birthday Girl (ebook),PENELOPE DOUGLAS,https://www.goodreads.com/book/show/39555142-birthday-girl,4.02,"                122,206",2018,103.0,349,Romance,BIRTHDAY GIRL,ebook,,,,,,,,,,
Lore (Hardcover),ALEXANDRA BRACKEN,https://www.goodreads.com/book/show/53375824-lore,3.81,"                55,839",2021,104.0,480,Fantasy,LORE,Hardcover,1.0,0.0,1.0,9781368075688,Disney-Hyperion,"To get revenge for her family’s murder, Lore must re-enter a hunt know as the Agon.",https://storage.googleapis.com/du-prd/books/images/9781368075688.jpg,https://www.amazon.com/dp/1484778200?tag=NYTBSREV-20,2021-01-24,Young Adult Hardcover
All Your Perfects (Paperback),COLLEEN HOOVER,https://www.goodreads.com/book/show/38926487-all-your-perfects,4.3,"                185,577",2018,105.0,305,Romance,ALL YOUR PERFECTS,Paperback,12.0,0.0,1.0,9781501171604,Atria,Quinn and Graham’s marriage depends on past promises.,https://storage.googleapis.com/du-prd/books/images/9781501171604.jpg,https://www.amazon.com/All-Your-Perfects-Colleen-Hoover-ebook/dp/B078MC547V?tag=NYTBSREV-20,2018-08-05,Combined Print & E-Book Fiction
Cemetery Boys (Hardcover),AIDEN THOMAS,https://www.goodreads.com/book/show/52339313-cemetery-boys,4.34,"                55,606",2020,106.0,344,Fantasy,CEMETERY BOYS,Hardcover,8.0,0.0,1.0,9781250250469,Swoon Reads,A trans boy determined to prove his gender to his traditional Latinx family summons a ghost who refuses to leave.,https://storage.googleapis.com/du-prd/books/images/9781250250469.jpg,https://www.amazon.com/dp/1250250463?tag=NYTBSREV-20,2020-09-20,Young Adult Hardcover
From Lukov with Love (Paperback),MARIANA ZAPATA,https://www.goodreads.com/book/show/37683751-from-lukov-with-love,4.37,"                118,975",2018,107.0,493,Romance,FROM LUKOV WITH LOVE,Paperback,,,,,,,,,,
Reminders of Him (Kindle Edition),COLLEEN HOOVER,https://www.goodreads.com/book/show/58341222-reminders-of-him,4.55,"                280,915",2022,108.0,335,Romance,REMINDERS OF HIM,Kindle Edition,,,,,,,,,,
"Heartstopper: Volume One (Heartstopper, #1)",ALICE OSEMAN,https://www.goodreads.com/book/show/40495957-heartstopper,4.55,"                328,737",2018,109.0,278,Sequential Art,HEARTSTOPPER: VOLUME ONE,"Heartstopper, #1",,,,,,,,,,
"Stalking Jack the Ripper (Stalking Jack the Ripper, #1)",KERRI MANISCALCO,https://www.goodreads.com/book/show/40727470-stalking-jack-the-ripper,3.98,"                102,299",2016,110.0,337,Historical,STALKING JACK THE RIPPER,"Stalking Jack the Ripper, #1",1.0,0.0,1.0,9780316273497,"Jimmy Patterson/Little, Brown",A teenager leads a secret life in forensic medicine.,https://storage.googleapis.com/du-prd/books/images/9780316273503.jpg,http://www.amazon.com/Stalking-Jack-Ripper-Kerri-Maniscalco-ebook/dp/B01BU1IURC?tag=NYTBSREV-20,2016-10-09,Young Adult Hardcover
"The Maddest Obsession (Made, #2)",DANIELLE LORI,https://www.goodreads.com/book/show/40613322-the-maddest-obsession,4.34,"                71,895",2019,111.0,333,Romance,THE MADDEST OBSESSION,"Made, #2",,,,,,,,,,
Cinderella Is Dead (ebook),KALYNN BAYRON,https://www.goodreads.com/book/show/43900612-cinderella-is-dead,3.73,"                42,627",2020,112.0,400,Fantasy,CINDERELLA IS DEAD,ebook,,,,,,,,,,
"Crier's War (Crier's War, #1)",NINA VARELA,https://www.goodreads.com/book/show/41951626-crier-s-war,4.16,"                24,482",2019,113.0,464,Fantasy,CRIER'S WAR,"Crier's War, #1",,,,,,,,,,
"The Gilded Wolves (The Gilded Wolves, #1)",ROSHANI CHOKSHI,https://www.goodreads.com/book/show/39863498-the-gilded-wolves,3.74,"                34,758",2019,114.0,388,Fantasy,THE GILDED WOLVES,"The Gilded Wolves, #1",4.0,0.0,1.0,9781250144546,Wednesday,"In 1889 Paris, Séverin gathers a team to help him find an ancient artifact and reclaim his birthright.",https://storage.googleapis.com/du-prd/books/images/9781250144546.jpg,https://www.amazon.com/Gilded-Wolves-Roshani-Chokshi/dp/125014454X?tag=NYTBSREV-20,2019-02-03,Young Adult Hardcover
Ace of Spades (Paperback),FARIDAH ÀBÍKÉ-ÍYÍMÍDÉ,https://www.goodreads.com/book/show/42603984-ace-of-spades,4.28,"                44,066",2021,115.0,470,Young Adult,ACE OF SPADES,Paperback,,,,,,,,,,
"Rhapsodic (The Bargainer, #1)",LAURA THALASSA,https://www.goodreads.com/book/show/25820414-rhapsodic,3.98,"                83,429",2016,116.0,326,Fantasy,RHAPSODIC,"The Bargainer, #1",,,,,,,,,,
"Heir of Fire (Throne of Glass, #3)",SARAH J MAAS,https://www.goodreads.com/book/show/20613470-heir-of-fire,4.46,"                438,435",2014,117.0,565,Fantasy,HEIR OF FIRE,"Throne of Glass, #3",,,,,,,,,,
"Crown of Midnight (Throne of Glass, #2)",SARAH J MAAS,https://www.goodreads.com/book/show/17167166-crown-of-midnight,4.36,"                516,776",2013,118.0,420,Fantasy,CROWN OF MIDNIGHT,"Throne of Glass, #2",,,,,,,,,,
"These Hollow Vows (These Hollow Vows, #1)",LEXI RYAN,https://www.goodreads.com/book/show/53422971-these-hollow-vows,4.07,"                28,239",2021,119.0,464,Fantasy,THESE HOLLOW VOWS,"These Hollow Vows, #1",7.0,0.0,1.0,9780358386575,Clarion,Brie risks the deadly land of the Fae to save her sister.,https://storage.googleapis.com/du-prd/books/images/9780358386575.jpg,https://www.amazon.com/dp/0358386578?tag=NYTBSREV-20,2021-10-03,Young Adult Hardcover
"The City of Brass (The Daevabad Trilogy, #1)",SA CHAKRABORTY,https://www.goodreads.com/book/show/32718027-the-city-of-brass,4.13,"                78,396",2017,120.0,533,Fantasy,THE CITY OF BRASS,"The Daevabad Trilogy, #1",,,,,,,,,,
Such a Fun Age (Hardcover),KILEY REID,https://www.goodreads.com/book/show/43923951-such-a-fun-age,3.83,"                409,795",2019,121.0,310,Fiction,SUCH A FUN AGE,Hardcover,5.0,0.0,1.0,9780525541905,Putnam,Tumult ensues when Alix Chamberlain’s babysitter is mistakenly accused of kidnapping her charge.,https://storage.googleapis.com/du-prd/books/images/9780525541905.jpg,https://www.amazon.com/Such-Fun-Age-Kiley-Reid/dp/052554190X?tag=NYTBSREV-20,2020-01-19,Combined Print & E-Book Fiction
"Fable (Fable, #1)",ADRIENNE YOUNG,https://www.goodreads.com/book/show/44012880-fable,4.08,"                55,573",2020,122.0,357,Fantasy,FABLE,"Fable, #1",,,,,,,,,,
"Cinder (The Lunar Chronicles, #1)",MARISSA MEYER,https://www.goodreads.com/book/show/36381037-cinder,4.13,"                813,397",2012,123.0,400,Fantasy,CINDER,"The Lunar Chronicles, #1",,,,,,,,,,
The Wall of Winnipeg and Me (Kindle Edition),MARIANA ZAPATA,https://www.goodreads.com/book/show/29367958-the-wall-of-winnipeg-and-me,4.29,"                157,741",2016,124.0,537,Romance,THE WALL OF WINNIPEG AND ME,Kindle Edition,,,,,,,,,,
"Throttled (Dirty Air, #1)",LAUREN ASHER,https://www.goodreads.com/book/show/53058846-throttled,3.88,"                46,841",2020,125.0,355,Romance,THROTTLED,"Dirty Air, #1",,,,,,,,,,
"Addicted to You (Addicted, #1)",KRISTA RITCHIE,https://www.goodreads.com/book/show/55475442-addicted-to-you,3.85,"                71,132",2013,126.0,335,Romance,ADDICTED TO YOU,"Addicted, #1",,,,,,,,,,
"Air Awakens (Air Awakens, #1)",ELISE KOVA,https://www.goodreads.com/book/show/23127048-air-awakens,4.01,"                39,923",2015,127.0,342,Fantasy,AIR AWAKENS,"Air Awakens, #1",,,,,,,,,,
"The Darkest Temptation (Made, #3)",DANIELLE LORI,https://www.goodreads.com/book/show/56250307-the-darkest-temptation,4.15,"                55,323",hed ,128.0,410,Romance,THE DARKEST TEMPTATION,"Made, #3",,,,,,,,,,
"Hooked (Never After, #1)",EMILY MCINTIRE,https://www.goodreads.com/book/show/58545703-hooked,3.92,"                39,305",2021,129.0,340,Romance,HOOKED,"Never After, #1",,,,,,,,,,
